Gene	Grantham_Distance	Stop_Codon_Alt	Missense_Count	Homolog	Homolog_Description	Homolog_Symbol	Haploblock
Ha412HOChr11g0492721	0	0	0	AT3G13170	Encodes AtSPO11-1, one of the three Arabidopsis homologues of the archaeal DNA topoisomerase VIA subunit (topo VIA).  Required for meiotic recombination.  AtSPO11-1 and AtSPO11-2 have overlapping functions (i.e. both required for meiotic recombination) whereas AtSPO11-3 functions in DNA replication. AtSPO11-1 accumulates in foci in early G2. At 1 h post-S phase, no foci are observed, but by  3 h a majority (80%) of meiocytes at this time point  contain >50 foci. However, by 5 h, AtSPO11-1 foci are  no longer detectable. This suggests that the protein undergoes  a rapid cycle of accumulation and disappearance  in meiocytes over a period of between 1 and 5 h post-S  phase.	SPORULATION 11-1 (SPO11-1)	ANN_11_01
Ha412HOChr11g0492731	0	0	0	AT3G13170	Encodes AtSPO11-1, one of the three Arabidopsis homologues of the archaeal DNA topoisomerase VIA subunit (topo VIA).  Required for meiotic recombination.  AtSPO11-1 and AtSPO11-2 have overlapping functions (i.e. both required for meiotic recombination) whereas AtSPO11-3 functions in DNA replication. AtSPO11-1 accumulates in foci in early G2. At 1 h post-S phase, no foci are observed, but by  3 h a majority (80%) of meiocytes at this time point  contain >50 foci. However, by 5 h, AtSPO11-1 foci are  no longer detectable. This suggests that the protein undergoes  a rapid cycle of accumulation and disappearance  in meiocytes over a period of between 1 and 5 h post-S  phase.	SPORULATION 11-1 (SPO11-1)	ANN_11_01
Ha412HOChr11g0492751	0	0	0	AT3G13170	Encodes AtSPO11-1, one of the three Arabidopsis homologues of the archaeal DNA topoisomerase VIA subunit (topo VIA).  Required for meiotic recombination.  AtSPO11-1 and AtSPO11-2 have overlapping functions (i.e. both required for meiotic recombination) whereas AtSPO11-3 functions in DNA replication. AtSPO11-1 accumulates in foci in early G2. At 1 h post-S phase, no foci are observed, but by  3 h a majority (80%) of meiocytes at this time point  contain >50 foci. However, by 5 h, AtSPO11-1 foci are  no longer detectable. This suggests that the protein undergoes  a rapid cycle of accumulation and disappearance  in meiocytes over a period of between 1 and 5 h post-S  phase.	SPORULATION 11-1 (SPO11-1)	ANN_11_01
Ha412HOChr11g0492771	202	0	2	AT1G55910	member of Putative zinc transporter ZIP2 - like family	ZINC TRANSPORTER 11 PRECURSOR (ZIP11)	ANN_11_01
Ha412HOChr11g0492781	0	0	0	AT1G55910	member of Putative zinc transporter ZIP2 - like family	ZINC TRANSPORTER 11 PRECURSOR (ZIP11)	ANN_11_01
Ha412HOChr11g0492801	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0492811	87	0	2	AT1G55910	member of Putative zinc transporter ZIP2 - like family	ZINC TRANSPORTER 11 PRECURSOR (ZIP11)	ANN_11_01
Ha412HOChr11g0492821	145	0	1	AT1G55915	DNA-protein crosslink repair protease. WSS1A is involved in DNA-protein crosslink (DPC) repair and acts in independent pathways of the nuclease MUS81 and the phosphodiesterase TDP1. WSS1A is involved in the repair of replicative DNA damage (determination of dead cells in the root meristem using propidium Iodide staining). CRISPR wss1A mutants are camptothecin (CPT) and cis-platin hypersensitive and exhibit a fasciated growth phenotype and shortened roots	WSS1/SPRTN TYPE REPAIR PROTEASE A (WSS1A)	ANN_11_01
Ha412HOChr11g0492841	251	0	3	AT4G09320	nucleoside diphosphate kinase type 1 (NDPK1) gene, complete The mRNA is cell-to-cell mobile.	(NDPK1)	ANN_11_01
Ha412HOChr11g0492861	0	0	0	AT3G13110	Encodes a mitochondrial serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system.	SERINE ACETYLTRANSFERASE 2;2 (SERAT2;2)	ANN_11_01
Ha412HOChr11g0492871	118	0	2	AT3G26300	putative cytochrome P450	CYTOCHROME P450, FAMILY 71, SUBFAMILY B, POLYPEPTIDE 34 (CYP71B34)	ANN_11_01
Ha412HOChr11g0492881	0	0	0	AT3G26230	putative cytochrome P450	CYTOCHROME P450, FAMILY 71, SUBFAMILY B, POLYPEPTIDE 24 (CYP71B24)	ANN_11_01
Ha412HOChr11g0492891	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0492921	191	0	3	AT3G26300	putative cytochrome P450	CYTOCHROME P450, FAMILY 71, SUBFAMILY B, POLYPEPTIDE 34 (CYP71B34)	ANN_11_01
Ha412HOChr11g0492931	0	0	0	AT1G15220	Encodes a protein with oxidoreductase activity present in the inner membrane of mitochondria. CCMH is postulated to play a central role in mitochondrial cytochrome c maturation, probably as part of a heme lyase complex that also holds activity of reducing apocytochrome c. CCMH interacts with apocytochrome AtCYTc-a and is shown to be present in a 500 kDa-complex along with CcmFN2.	(CCMH)	ANN_11_01
Ha412HOChr11g0492941	94	0	1	AT3G26330	putative cytochrome P450	CYTOCHROME P450, FAMILY 71, SUBFAMILY B, POLYPEPTIDE 37 (CYP71B37)	ANN_11_01
Ha412HOChr11g0492951	203	0	2	AT3G26300	putative cytochrome P450	CYTOCHROME P450, FAMILY 71, SUBFAMILY B, POLYPEPTIDE 34 (CYP71B34)	ANN_11_01
Ha412HOChr11g0492961	0	0	0	AT4G22540	OSBP(oxysterol binding protein)-related protein 2A;(source:Araport11)	OSBP(OXYSTEROL BINDING PROTEIN)-RELATED PROTEIN 2A (ORP2A)	ANN_11_01
Ha412HOChr11g0492981	58	0	1	AT1G55930	CBS domain-containing protein / transporter associated domain-containing protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0492991	0	0	0	AT3G13080	encodes an ATP-dependent MRP-like ABC transporter able to transport glutathione-conjugates as well as chlorophyll catabolites.  The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.	ATP-BINDING CASSETTE C3 (ABCC3)	ANN_11_01
Ha412HOChr11g0493001	0	0	0	AT3G20170	ARM repeat superfamily protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493021	296	0	4	AT1G50600	Encodes a scarecrow-like protein (SCL5). Member of GRAS gene family.	SCARECROW-LIKE 5 (SCL5)	ANN_11_01
Ha412HOChr11g0493031	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493041	379	0	8	AT5G16320	family member of FRI-related genes that is  required for the winter-annual habit. Genbank accession BK004884	FRIGIDA LIKE 1 (FRL1)	ANN_11_01
Ha412HOChr11g0493051	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493061	45	0	1	AT5G55560	Protein kinase superfamily protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493071	64	0	1	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493081	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493091	670	0	8	AT5G05160	Encodes a receptor-like kinase that activates secondary growth, the production of secondary vascular tissues.	REDUCED IN LATERAL GROWTH1 (RUL1)	ANN_11_01
Ha412HOChr11g0493101	0	0	0	AT2G46420	helicase with zinc finger protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493111	0	0	0	AT5G47540	Mo25 family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493121	43	0	1	AT5G47540	Mo25 family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493131	0	0	0	AT5G55500	Encodes a beta-1,2-xylosyltransferase that is glycosylated at two positions. The mRNA is cell-to-cell mobile.	BETA-1,2-XYLOSYLTRANSFERASE (XYLT)	ANN_11_01
Ha412HOChr11g0493151	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493161	0	0	0	AT1G50590	RmlC-like cupins superfamily protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493171	438	0	10	AT4G26690	Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.	SHAVEN 3 (SHV3)	ANN_11_01
Ha412HOChr11g0493181	896	0	15	AT4G26690	Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.	SHAVEN 3 (SHV3)	ANN_11_01
Ha412HOChr11g0493201	0	0	0	AT4G26690	Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.	SHAVEN 3 (SHV3)	ANN_11_01
Ha412HOChr11g0493221	0	0	0	AT4G26690	Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.	SHAVEN 3 (SHV3)	ANN_11_01
Ha412HOChr11g0493241	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493261	0	0	0	AT5G54830	DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493271	0	0	0	AT5G54830	DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493281	0	0	0	AT2G02240	F-box family protein;(source:Araport11)	MATERNAL EFFECT EMBRYO ARREST 66 (MEE66)	ANN_11_01
Ha412HOChr11g0493291	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493301	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493311	107	0	1	AT4G13190	Protein kinase superfamily protein;(source:Araport11)	PBS1-LIKE 24 (PBL24)	ANN_11_01
Ha412HOChr11g0493331	29	0	1	AT2G23200	Protein kinase superfamily protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493341	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493351	61	0	2	AT5G55470	member of Sodium proton exchanger family	NA+/H+ (SODIUM HYDROGEN) EXCHANGER 3 (NHX3)	ANN_11_01
Ha412HOChr11g0493361	0	0	0	AT5G55410	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493371	0	0	0	AT5G35700	Encodes FIMBRIN5, an actin bundling factor required for pollen germination and pollen tube growth. Different members of the fimbrin/plastin family have diverged biochemically during evolution to generate either tight actin bundles or loose networks with distinct biochemical and biophysical properties. FIM4 generates both actin bundles and branched actin filaments whereas FIM5 only generates actin bundles.	FIMBRIN5 (FIM5)	ANN_11_01
Ha412HOChr11g0493401	0	0	0	AT5G25220	A member of class II knotted1-like homeobox gene family (together with KNAT4 and KNAT5). Expressed in: hypocotyl-root boundary, anther-filament junction in flowers, ovule-funiculus and peduncle-silique boundaries, petioles and root. Light-regulated expression with differential response to red/far-red light. KNAT3 promoter activity showed cell-type specific pattern along longitudinal root axis, restricted mainly to the differentiation zone of the root, namely in the cortex and pericycle. Not detected in lateral root primordia	KNOTTED1-LIKE HOMEOBOX GENE 3 (KNAT3)	ANN_11_01
Ha412HOChr11g0493431	133	0	3	AT1G50720	Stigma-specific Stig1 family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493441	0	0	0	AT4G40020	Myosin heavy chain-related protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493451	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493481	38	0	1	AT1G11300	The annotation for At1g11300 in TAIR10 is incorrect. This locus has been split into two At1g11300 (symbol: EGM1) and At1g11305 (symbol: EGM2) (Olivier Loudet, personal communication, 2013-04-03). See Comment field for revised annotation.	ENHANCED SHOOT GROWTH UNDER MANNITOL STRESS 1 (EGM1)	ANN_11_01
Ha412HOChr11g0493491	314	0	5	AT4G27300	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493501	29	0	1	AT4G27300	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493511	0	0	0	AT3G20420	double-stranded RNA binding / ribonuclease III. Required for 3' external transcribed spacer (ETS) cleavage of the pre-rRNA in vivo. Localizes in the nucleus and  cytoplasm.	RNASE THREE-LIKE PROTEIN 2 (RTL2)	ANN_11_01
Ha412HOChr11g0493521	428	1	5	AT3G20420	double-stranded RNA binding / ribonuclease III. Required for 3' external transcribed spacer (ETS) cleavage of the pre-rRNA in vivo. Localizes in the nucleus and  cytoplasm.	RNASE THREE-LIKE PROTEIN 2 (RTL2)	ANN_11_01
Ha412HOChr11g0493531	81	0	1	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493541	81	0	2	AT2G46150	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493551	23	0	1	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493561	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493571	98	0	1	AT5G55120	Encodes a GDP-L-galactose phosphorylase, with similar biochemical properties as VTC2.	VITAMIN C DEFECTIVE 5 (VTC5)	ANN_11_01
Ha412HOChr11g0493601	32	0	1	AT3G20330	encodes aspartate carbamoyltransferase catalyzing the second step in the de novo pyrimidine ribonucleotide biosynthesis	PYRIMIDINE B (PYRB)	ANN_11_01
Ha412HOChr11g0493611	0	0	0	AT5G55160	Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets. SUMO2 can form SUMO chains through lysine residue 10 during in vitro assays.	SMALL UBIQUITIN-LIKE MODIFIER 2 (SUMO2)	ANN_11_01
Ha412HOChr11g0493621	160	0	2	AT5G55180	O-Glycosyl hydrolases family 17 protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493631	107	0	2	AT5G55180	O-Glycosyl hydrolases family 17 protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493641	0	0	0	AT1G04870	Encodes a type I protein arginine methyltransferase based on the At1g04870.2 gene model. PRMT10 can catalyze the asymmetric dimethylation of arginine 3 on histone 4 and can also methylate myelin basic protein in vitro.  Mutants lacking PRMT10 flower late due to defects in the autonomous pathway and they have elevated levels of FLC transcripts.	PROTEIN ARGININE METHYLTRANSFERASE 10 (PRMT10)	ANN_11_01
Ha412HOChr11g0493651	0	0	0	AT3G27300	glucose-6-phosphate dehydrogenase 5;(source:Araport11)	GLUCOSE-6-PHOSPHATE DEHYDROGENASE 5 (G6PD5)	ANN_11_01
Ha412HOChr11g0493661	0	0	0	AT3G12050	Aha1 domain-containing protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493711	79	0	2	AT1G50640	encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (ATERF-3). The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and leafy petiole.	ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 3 (ERF3)	ANN_11_01
Ha412HOChr11g0493721	0	0	0	AT3G20300	extracellular ligand-gated ion channel protein (DUF3537);(source:Araport11)		ANN_11_01
Ha412HOChr11g0493741	0	0	0	AT3G20290	Encodes AtEHD1, one of the Arabidopsis Eps15 homology domain proteins involved in endocytosis (AtEHD2, At4g05520).	EPS15 HOMOLOGY DOMAIN 1 (EHD1)	ANN_11_01
Ha412HOChr11g0493751	0	0	0	AT5G55230	Binds and bundles microtubules. Plays a role in stabilizing anti-parallel microtubules  in the central spindle at anaphase to early cytokinesis but is not essential at the midline of the phragmoplast at later stages. The timing with which the MAP65-1 was targeted to  the spindle appears to be regulated by a phosphorylation sensitive  switch. Enhances microtubule polymerization, promotes nucleation and stabilizes microtubules against cold treatment and dilution.	MICROTUBULE-ASSOCIATED PROTEINS 65-1 (MAP65-1)	ANN_11_01
Ha412HOChr11g0493781	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493791	504	0	7	AT4G27290	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493801	0	0	0	AT5G55250	Encodes an enzyme which specifically converts IAA to its methyl ester form MelIAA. This gene belongs to the family of carboxyl methyltransferases whose members  catalyze the transfer of the methyl group from S-adenosyl-L-methionine to carboxylic acid-containing substrates to form small molecule methyl esters. Expression of TCP genes is downregulated in mutant iamt1-D. SABATH methyltransferase.	IAA CARBOXYLMETHYLTRANSFERASE 1 (IAMT1)	ANN_11_01
Ha412HOChr11g0493841	0	0	0	AT5G55280	Encodes one of two FtsZ proteins, tubulin-like proteins, in Arabidopsis.  It is involved in chloroplast division.	HOMOLOG OF BACTERIAL CYTOKINESIS Z-RING PROTEIN FTSZ 1-1 (FTSZ1-1)	ANN_11_01
Ha412HOChr11g0493851	22	0	1	AT5G55390	Encodes EDM2 (enhanced downy mildew 2).  The predicted protein bears typical features of transcriptional regulators.  EDM2 contains two putative bipartite nuclear localization signals (NLS) two zinc-finger-like motifs, a Proline-rich region and a large aspartic acid-rich region.  Both zinc-finger-like stretches resemble the PHD (plant homeodomain) finger motif.  Mutations in EDM2 comprise RPP7 mediated resistance against Hyaloperonospora parasitica isolate Hiks1 (HpHiks1).  EDM2 may function as a direct or indirect regulator of RPP7 expression.	ENHANCED DOWNY MILDEW 2 (EDM2)	ANN_11_01
Ha412HOChr11g0493871	0	0	0	AT4G15840	BTB/POZ domain-containing protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493881	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493901	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493951	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0493971	0	0	0	AT4G22850	SNARE associated Golgi protein family;(source:Araport11)		ANN_11_01
Ha412HOChr11g0493981	0	0	0	AT5G61140	Encodes a predicted protein with 30% identity with MER3/RCK. Similar to yast Brr2p DEAD/DExH box ATP-dependent RNA helicase.	(BRR2C)	ANN_11_01
Ha412HOChr11g0493991	0	0	0	AT5G23960	Encodes a sesquiterpene synthase involved in generating all of the group A sesquiterpenes found in the Arabidopsis floral volatile blend.  Strongly expressed in the stigma.	TERPENE SYNTHASE 21 (TPS21)	ANN_11_01
Ha412HOChr11g0494001	371	0	5	AT5G23960	Encodes a sesquiterpene synthase involved in generating all of the group A sesquiterpenes found in the Arabidopsis floral volatile blend.  Strongly expressed in the stigma.	TERPENE SYNTHASE 21 (TPS21)	ANN_11_01
Ha412HOChr11g0494081	1060	0	17	AT4G27290	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494091	68	0	2	AT4G27300	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494111	0	0	0	AT4G27290	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494121	0	0	0	AT4G27290	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494151	1016	0	22	AT4G27290	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494191	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0494201	0	0	0	NA	NA	NA	ANN_11_01
Ha412HOChr11g0494211	65	0	1	AT4G27300	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494221	0	0	0	AT4G21390	S-locus lectin protein kinase family protein;(source:Araport11)	(B120)	ANN_11_01
Ha412HOChr11g0494251	154	0	4	AT4G27300	S-locus lectin protein kinase family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494271	0	0	0	AT1G50720	Stigma-specific Stig1 family protein;(source:Araport11)		ANN_11_01
Ha412HOChr11g0494281	547	0	7	AT2G36490	A repressor of transcriptional gene silencing. Functions by demethylating the target promoter DNA. Interacts physically with RPA2/ROR1. In the ros1 mutants, an increase in methylation is observed in a number of gene promoters. Among the loci affected by ros1, a few (RD29A and At1g76930) are affected in cytosine methylation in all sequence contexts (CpG, CpNpG or CpNpN), although many others are affected primarily in non-CpG contexts. The ros1 mutant is more susceptible to biotrophic pathogens and is repressed in its responsiveness of salyclic acid-dependent defence genes.	DEMETER-LIKE 1 (DML1)	ANN_11_01
